deptAcronym,shortcode,uniqueId,department,projectName,description,totalBudget,estimatedCompletionDate,rawProvidedDate,yearsRemaining,originalDocumentOrder,source,asOfDate,isOver10M,isOver100M
dnd,csni-bcr,dnd-csni-bcr,National Defence,Business Continuity Requirements for Classified Systems,Business Continuity Reguirements for Classified Systems will establish and maintain a disaster recovery site for critical Consolidated Secret Network Infrastructure systems which will also be geographically diverse from the two main data centres located within National Capital Region.,"$4,276,000","December 1, 2019",2019-12-01,0.6,72,8555-421-2460,"May 1, 2019",0,0
dnd,caf-cloud-pcf,dnd-caf-cloud-pcf,National Defence,CAF Cloud Programme DND/CAF Public Cloud Foundation,CAF Cloud Progrl;]m - DND/CAF Public Cloud Foundajion will enable the DND/CAF to begin consuming Public Cloud and allow ONO to access applications and services that are housed in external data centres (i.e. not housed on DND premises).,"$4,220,000","July 31, 2019",July 2019,0.2,73,8555-421-2460,"May 1, 2019",0,0
dnd,hfaeu,dnd-hfaeu,National Defence,High Frequency Audio Equipment Upgrade,High Frequency Audio Equipment Upgrade involves the replacement and renewal of audio equipment to renew the life expectancy and enable back-end interconnectivity of all CAF high-frequency radio stations.,"$4,159,212","August 30, 2019",August 2019,0.3,74,8555-421-2460,"May 1, 2019",0,0
dnd,agarr,dnd-agarr,National Defence,Air/Ground/Air Radio Replacement,Air/Ground/Air (AGA) Radio Replacement will renew the AGA radio systems at airfields and coastal radar sites across the CAF that are used to support air traffic control and wing operations communications between ground facilities and aircraft.,"$3,921,013","March 31, 2022",March 2022,2.9,75,8555-421-2460,"May 1, 2019",0,0
dnd,secure-tablet,dnd-secure-tablet,National Defence,Secure Tablet,Secure Tablet will provide a secure tablet solution to the DND/CAF in three phases: 1) leverage the Communication Security Establishment's current work on secure tablet solutions and will address immediate and future secure tablet capability deficiency at the Departmental level; 2) provide DND/CAF with a tablet which can contain material up to SECRET and provide users with the mobile flexibility required to access classified information while away from their office/desk; 3) enable interoperability with other national and international partners.,"$3,913,600","December 31, 2022",December 2022,3.7,76,8555-421-2460,"May 1, 2019",0,0
dnd,cdsc-access,dnd-cdsc-access,National Defence,Access Cross Domain Solution Capabilities,Access Cross Domain Solution Capabilities will allow users to view information that resides in various security domains with different security policies using a single workstation where appropriate physical and IT security exists.,"$3,913,000","March 31, 2021",March 2021,1.9,77,8555-421-2460,"May 1, 2019",0,0
dnd,jta,dnd-jta,National Defence,Joint Targeting Automation Capability Optimization,"Joint Targeting Automation (JTA) - Capability Optimization will improve JTA networks and capabilities through implementation of redundancy and business continuity best practices, extend JTA application accessibility to the DND/CAF, and improve JTA interoperability and network connectivity.","$3,860,800","March 31, 2021",March 2021,1.9,78,8555-421-2460,"May 1, 2019",0,0
dnd,wan,dnd-wan,National Defence,Classified Domain Wide Area Network,Classified Dom§in Wide Area Network (WAN) Optimization will conceive of and procure the fundamental building blocks required to optimize the structure and design of the DND/CAF WAN infrastructure.,"$3,830,000","September 30, 2020",September 2020,1.4,79,8555-421-2460,"May 1, 2019",0,0
dnd,esmdp-1,dnd-esmdp-1,National Defence,Elastic Secure Multi-Domain Platform Cyber Domain Pilot,Elastic Secure Multi-Domain Platform - Cyber Domain Pilot will integrate enterprise security solutions at various layers in order to maximize operational commander's flexibility while maintaining enterprise security and reducing risks for the Information System.,"$3,763,000","March 31, 2020",March 2020,0.9,80,8555-421-2460,"May 1, 2019",0,0
dnd,ndpr,dnd-ndpr,National Defence,Network Defence Perimeter Reference Architecture,"Network Defence Perimeter Reference Architecture will put in place architectural guidance, design packages, the corresponding product standing offers, and training for the perimeter defence of all DND networks.","$3,614,000","March 31, 2021",March 2021,1.9,81,8555-421-2460,"May 1, 2019",0,0
dnd,ctdc-cm,dnd-ctdc-cm,National Defence,Classifed Test & Development Centre Compute Modernization,Classified Test & Development Centre Compute Modernization will procure all of the compute (blade servers) and stand-alone servers to provide all hosting and core services for the new Local Infrastructure Room at Carling Campus.,"$3,553,000","February 29, 2020",February 2020,0.8,82,8555-421-2460,"May 1, 2019",0,0
dnd,cf-ewc-lsou,dnd-cf-ewc-lsou,National Defence,Electronic Warfare Centre Land Search Obsolescence Upgrade,"Canadian Forces Electronic Warfare Centre LandSearch Obsolescence Update will improve the CAF's ability to contribute to Electronic Warfare international databases and to support other Canadian agencies, such as the Canadian Security Establishment.","$3,537,535","March 31, 2020",March2020,0.9,83,8555-421-2460,"May 1, 2019",0,0
dnd,ctdc-crzi,dnd-ctdc-crzi,National Defence,Classifed Test & Development Centre Classified Restricted Zone Modernization,Classified Test & Development Centre (CTDC) Based Classified Restricted Zone (CRZl Modernization will enable a best practice lab presence for the CRZ in order to minimize risk and downtime for all Canadian Eyes-Only enclaves.,"$3,333,120","October 31, 2019",October 2019,0.5,84,8555-421-2460,"May 1, 2019",0,0
dnd,ctdc-nsx,dnd-ctdc-nsx,National Defence,Classifed Test & Development Centre NSX SDN Solution,Classified Test & Development Centre (CTDC) NSX SDN Solution will apply NSX to the infrastructure as part of the migration of the military command & control CTDC test lab at Tunney's Pasture to Carling Campus.,"$3,330,516","March 31, 2020",March 2020,0.9,85,8555-421-2460,"May 1, 2019",0,0
dnd,drmis-grc,dnd-drmis-grc,National Defence,Defence Resource Management Information System Segregation of Duties,"lmprgving the Segregation of Duties in the Defence Resource Management Information System (DRMIS) (GRC - Governance, Risk, Compliance) is a suite of products that will enable the Director DRMIS to ensure compliance, will permit DND to adhere to Treasury Board policies, such as financial policies identified as part of Policy Internal Controls, and allow the Director DRMIS to address known issues related to contractor access.","$2,948,000","September 30, 2021",September 2021,2.4,86,8555-421-2460,"May 1, 2019",0,0
dnd,esmdp-2,dnd-esmdp-2,National Defence,Elastic Secure Multi-Domain Platform Proof of Concept,Elastic Secure Multi-Domain Platform Proof of Concept will deliver a solution architecture for deployed kits that provide dynamic scalable capability to support new/expanding mission requirements in theatre.,"$2,940,000","March 31, 2020",March 2020,0.9,87,8555-421-2460,"May 1, 2019",0,0
dnd,ieg,dnd-ieg,National Defence,Gateway Redundancy National Secret Information Exchange Gateway,"Gateway Redundancy National Secret Information Exchange Gateway (IEG) will establish an alternative capability to augment the existing gateway. This gateway will initially provide support for mission critical systems in support of NORAD operations. The project will design, engineer, test and accredit a redundant IEG capable of supporting email, web, chat, voice, video and mission systems.","$2,727,142","October 31, 2019",October 2019,0.5,88,8555-421-2460,"May 1, 2019",0,0
dnd,cdrsn-pbx,dnd-cdrsn-pbx,National Defence,Canadian Defensive Red Switch Network,Canadian Defensive Red Switch Network (CDRSN) Uggrade of DSS-2A Hardware and Software will upgrade the hardware/software of the Digital Small Switch-2A PBX switches used by the CDRSN.,"$2,637,140","February 29, 2020",February 2020,0.8,89,8555-421-2460,"May 1, 2019",0,0
dnd,sev-cste,dnd-sev-cste,National Defence,Security Engineering and Validation Security Test Establishments,Security Engineering and Validation Cyber Security Test Establishments will improve the ability to maintain the integration environment for the Director Information Management Engineering Integration's engineered security solutions.,"$2,400,000","August 30, 2019",August2019,0.3,90,8555-421-2460,"May 1, 2019",0,0
dnd,caf-cloud-o365,dnd-caf-cloud-o365,National Defence,CAF Cloud Programme Microsoft Office 365,CAF Cloud Program - Microsoft Office 365 is being positioned to conduct a proof of concept and produce architectural and design artifacts for Software as a Service (SaaS) in general as well as report on the business value of pursuing Microsoft 0365 deliverables upon completion. The project will contribute to the goals of providing Saas to mobile and remote users while maintaining on-premises level of access and contributes to the overall Cloud strategy.,"$2,262,000","September 30, 2020",September 2020,1.4,91,8555-421-2460,"May 1, 2019",0,0
dnd,advacc,dnd-advacc,National Defence,Asset Discovery Vulnerability Assessment Configuration Compliance,"Asset Discove01 Vulnerability Assessment Configuration Comgliance will provide the capability to reduce the Consolidated Secret Network Infrastructure network attack surface by notifying the system administrators and other potential stakeholders of the presence of vulnerability or non-compliant assets, operating systems, applications and network devices. It will also improve the situational awareness of networks by providing an automated capability which will allow gathering of information related to asset and software inventory.","$2,109,297","December 31, 2020",December 2020,1.7,92,8555-421-2460,"May 1, 2019",0,0
dnd,cvoip,dnd-cvoip,National Defence,Classified Video and Voice over Internet Protocol,Classified Voice and Video Over Internet Protocol will implement an enterprise-wide voice and video capability over a classified network in support of strategic and operational users while interconnecting with other tactical and bilateral initiatives.,"$2,101,500","September 30, 2019",September 2019,0.4,93,8555-421-2460,"May 1, 2019",0,0
dnd,hrrsd,dnd-hrrsd,National Defence,Human Resources Reporting System Decommissioning,"Human Resources Regorting System Decommissioning will provide human resource reporting and analytics capability using a self-service Analytics Service Delivery Model that is aligned with Defence Program Analytics goals and objectives. Further, this will disconnect the Windows 2003 server from the Department's networks and comply with Treasury Board Secretariat's Information Technology Policy Implementation Notice, ITPIN No: 2015- 03.","$2,000,000","October 1, 2020",2020-10-01,1.4,94,8555-421-2460,"May 1, 2019",0,0
