deptAcronym,shortcode,uniqueId,department,latestProjectName,latestDescription,numOfEntries,originalBudget,latestBudget,originalBudgetSource,latestBudgetSource,originalEstimatedCompletionDate,latestEstimatedCompletionDate,originalEstimatedCompletionDateSource,latestEstimatedCompletionDateSource,budgetDelta,budgetDeltaPercentage,datesDelta,estimatedStatus,isOver10M,isOver100M
cbsa,pbfp,cbsa-pbfp,Canada Border Services Agency,"Planning, Budgeting, and Forecasting Project","Planning, Budgeting and Forecasting Project (PBFP) In the years since the first implementation of CAS in 1999, CAS has expanded its scope significantly in terms of its business processe$, end user profiles and the business information captured. The Planning, Budgeting, and Forecasting Project will·establish a regime with tools that will support decision-making, strengthen financial management capabilities and improve financial agility.",1,1680000,1680000,2016,2016,2017-06-30,2017-06-30,2016,2016,,,,completed,0,0
cbsa,pik,cbsa-pik,Canada Border Services Agency,Primary Inspection Kiosk Phase 1,"Primary Inspection Kiosk (PIK) PIK Optimization is an enhancement to the CBSA's former Automated Border Clearance (ABC) program, in terms of eligibility and functionality, that allows up to 96% of travellers to be processed through kiosks. Eligibility for ABC kiosks extends to Canadian citizens, Canadian permanent residents and U.S. citizens, whereas all foreign nationals are eligible to use PIK. PIK also improves functionality by incorporating face authentication and ePassport validation for travellers with ePassports. It replaces the need to scan CBSA's current Declaration Card {E311) with a paperless on-screen declaration and eDeclaration mobile application.",2,3168495,13600000,2016,2019,2017-06-29,2020-03-31,2016,2019,10431505,329.23,2.75,behind schedule,1,0
cbsa,pik-2,cbsa-pik-2,Canada Border Services Agency,Primary Inspection Kiosk Phase 2,"Primary Inspection Kiosks (PIK) 2.0 The CBSA will expand eligibility for kiosks (PIK 2.0) for all travellers. The first generation of kiosks (PIK 1.0) and the eDeclaration app are I.. ,..hftrlulftrl tnh o n in in ?01fl",1,,,,,,,,,,,,unknown (past due),0,0
cbsa,pmi,cbsa-pmi,Canada Border Services Agency,Postal Modernization Initiative,"Postal Modernization Initiative (PMI) Postal Modernization is improving the CBSA's ability to detect and interdict threats by mail, aligning processes with the future direction of the Canada Post Corporation, and streamlininq Canada's postal import processes.",2,37488710,32700000,2016,2019,2018-03-31,2018-03-31,2016,2016,-4788710,-12.77,,completed,1,0
cbsa,pmi-2,cbsa-pmi-2,Canada Border Services Agency,Postal Modernization Initiative,"Will introduce technological advances and address three main areas: infrastructure renewal, information technology enhancement and policy reform.",1,8281523,8281523,2022,2022,2022-09-30,2022-09-30,2022,2022,,,,new,0,0
cbsa,poems,cbsa-poems,Canada Border Services Agency,Port of Entry Management System (POEMS),Port of Entry Management System (POEMS) Further the development and inteqration of the Port of Entrv Manaqement System with the aim to improve border operations.,1,1100000,1100000,2019,2019,2019-12-31,2019-12-31,2019,2019,,,,completed,0,0
cbsa,ppp,cbsa-ppp,Canada Border Services Agency,Passenger Protect Program,Will introduce a centralized screening model to screen prescribed traveller data against the Secure Air Travel Act list.,2,56900000,25512434,2019,2022,2023-03-31,2023-03-31,2019,2022,-31387566,-55.16,,on schedule,1,0
cbsa,rcms,cbsa-rcms,Canada Border Services Agency,Recourse Content Management System,"Recourse Content Management System (RCMS) The objective of the RCMS project is to port existing functionality from three separate systems, to create a robust and integrated case management system with improved reporting capability, electronic workflow and electronic filing on a CBSA supported platform. This will permit the Agency to make more timely decisions, identify and address potential problems and improve business management. ·",1,2700000,2700000,2016,2016,2016-05-30,2016-05-30,2016,2016,,,,completed,0,0
cbsa,scc,cbsa-scc,Canada Border Services Agency,Secure Corridor Concept,The Secure Corridor Concept – Trusted Trader Pilot entails a multiphase approach that leverages technology to further enhance and expedite commercial processing for members of CBSA's trusted trader programs.,1,5721006,5721006,2022,2022,,,,,,,,unknown (past due),0,0
cbsa,soa,cbsa-soa,Canada Border Services Agency,Service Oriented Architecture Enablement,Service Oriented Architecture Enablement (SOA) A Service Oriented Architecture (SOA) will provide a process repository that will be available to all initiatives. This availability will deliver a consistent approach to all delivery teams and it standardizes the wav in which SOA services enable IT solutions.,1,8700000,8700000,2019,2019,2020-03-31,2020-03-31,2019,2019,,,,completed,0,0
cbsa,srpoe,cbsa-srpoe,Canada Border Services Agency,Small and Remote Ports of Entry,"Small and Remote Ports of Entry (SRPOE) Under the Perimeter Security and Economic Competitiveness Action Plan, the Small and Remote Ports of Entry (SRPOE) Initiative commits Canada and the United States (U.S.) to jointly plan investments and - - ,- lio n ♦ ,. .,...,,; ,...,. <1t COp()i=.. '"""""" •h""f'<>n<>rl<>_I I C:: hnrrlor",1,16100000,16100000,2016,2016,2017-03-31,2017-03-31,2016,2016,,,,completed,1,0
cbsa,ssa,cbsa-ssa,Canada Border Services Agency,Security Screening Automation,Will enable CBSA screening officers to meet increasing screening volumes and focus on review of complex immigration cases of people who may pose a national security risk to Canada.,1,14466226,14466226,2022,2022,2024-03-31,2024-03-31,2022,2022,,,,new,1,0
cbsa,swi,cbsa-swi,Canada Border Services Agency,Single Window Initiative,"Single Window Initiative (SWI) • Includes only CBSA portion of the project Beyond the Border initiative to provide trade a ""single window"" for integrated and advance electronic reporting of import information required to satisfy Government of Canada (GoC) requirements. As well as, responds to the trade community's requests to simplify processes at ILL- L--J-- J LL- ,.., J 2of3",1,30843831,30843831,2016,2016,2017-03-31,2017-03-31,2016,2016,,,,completed,1,0
cbsa,tpm,cbsa-tpm,Canada Border Services Agency,Travellers Processing Modernization,"Travellers Processing Modernization Designing and implementing a solution to support a touchless border for low risk, known people and goods, and more effective screening for high risk entities.",1,,,,,,,,,,,,unknown (past due),0,0
cbsa,windows-server,cbsa-windows-server,Canada Border Services Agency,Windows Server Upgrade,Windows Server Upgrade Uparading near or out of support Windows Server versions to currently suooorted version(s).,1,,,,,,,,,,,,unknown (past due),0,0
cbsa,wlm,cbsa-wlm,Canada Border Services Agency,Workload Migration,"Closing of St. Laurent Data Centre (Workload Migration) The Workload Migration (WLM) Program is a joint venture between Shared Services Canada, Canada Revenue Agency (CRA) and the CBSA to successfully decommission the St. Laurent Data Centre facility used by CBSA and CRA by March 31st, 2023. The three partners are working collaboratively to select the site options and possible migration approaches that will maintain existing service and performance levels, and minimize risk to the CRA and CBSA business cycle.",1,,,,,,,,,,,,unknown (past due),0,0
ceaa,iarp,ceaa-iarp,Canadian Environmental Assessment Agency,Impact Assessment Registry Project,"Impact Assessment Registry Project- The Agency is updating its assessment registry into a modern, user-focused public registry that will provide information related to impact assessments, the process and decisions.",1,6800000,6800000,2019,2019,2021-03-31,2021-03-31,2019,2019,,,,completed,0,0
ced,gcpm,ced-gcpm,Canada Economic Development for Quebec Regions,Government of Canada Program Management (GCPM) for Regional Development Agencies,"Government of Canada Program Management (GCPM): The design and build of a common, modern, and client-centric IM/IT system to support online delivery of the Regional Development Agencies' grants and contribution mandate. The proposed system would replace the agencies' inefficient and obsolete systems, offering various levels of automation and using a combination of applications.",1,1813303,1813303,2016,2016,2019-03-31,2019-03-31,2016,2016,,,,completed,0,0
ced,sap,ced-sap,Canada Economic Development for Quebec Regions,SAP Project (IRIS Solution),"The SAP project is an onboarding project of the SAP ECC6 version (solution of the IRIS Cluster of the Treasury Board Secretariat) aimed at replacing the Freebalance Financials 6.5e system, which has become obsolete. Canada Economic Development for Quebec Regions (CED) has joined three other federal departments and organizations that are jointly implementing this solution, under the supervision of the Office of the Comptroller General.",2,2504496,2798064,2019,2022,2021-09-30,2023-03-31,2019,2022,293568,11.72,1.5,behind schedule,0,0
cer,gcdocs,cer-gcdocs,Canada Energy Regulator,GCdocs,"The CER is planning to implement the GCdocs solution to manage digital records and files. It is intended to replace the CER's information management system, RDIMS.",1,2710772,2710772,2022,2022,2023-03-31,2023-03-31,2022,2022,,,,new,0,0
cer,sap-2,cer-sap-2,Canada Energy Regulator,SAP - Integrated Reporting Information System Cluster,"The CER is implementing a SAP solution, intended to replace the CER's FreeBalance financial system, which is no longer supported.",1,2486000,2486000,2022,2022,2022-06-01,2022-06-01,2022,2022,,,,new,0,0
cfia,airs,cfia-airs,Canadian Food Inspection Agency,Automated Import Reference System (AIRS) Modernization Project,"The goal of this project is to redesign and build an improved AIRS overall solution. The new solution will provide access to clear, concise and correct import admissibility requirements information.",1,2500000,2500000,2022,2022,2024-06-30,2024-06-30,2022,2022,,,,new,0,0
cfia,cadia,cfia-cadia,Canadian Food Inspection Agency,Canadian Animal Disease Integrated Application (CADIA),"CADIA will be the primary application for animal disease incident response regarding CFIA regulated terrestrial or aquatic animal disease requiring investigation, response or international reporting. CADIA will be used to replace the current Canadian Emergency Management Response System (CEMRS-legacy system) which must be decommissioned because the company will no longer be providing technical support for this application as of 2024.",1,1536700,1536700,2022,2022,2023-03-31,2023-03-31,2022,2022,,,,new,0,0
